3,2.778744784002896
4,3.452962823459617
5,3.951476077488189
6,4.267344115076971
7,4.402226072118428
8,4.361280371081847
9,4.1519619871329665
10,3.7872639547040974
11,3.291084738414944
12,2.701984378103452
13,2.0722471488218805
14,1.4614677685025952
15,0.9265572798223198
16,0.5103799065113286
17,0.2290229735056286
18,0.06216461252613925
19,0.07655587087222315
20,0.09317392268740843
21,0.8931150897139153
22,1.799472149165977
23,2.5905736892254954
24,3.2306527449979114
25,3.701493747481152
26,3.9998093649220907
27,4.129517670507501
28,4.096145029364958
29,3.9070094717285206
30,3.575191560233433
31,3.1244221117715005
32,2.5922524663316633
33,2.0291362138521016
34,1.4922291436286592
35,1.0320084981669524
36,0.6710694677218942
37,0.38724239133088645
38,0.1304612451020244
39,0.13130261703509127
40,0.01086952836338817
41,0.9106130770403329
42,1.7822473663480132
43,2.525648582518997
44,3.1129700177008672
45,3.534735674198478
46,3.797123413831452
47,3.9140985594709345
48,3.8978521927980196
49,3.7558264225535716
50,3.4963589307917466
51,3.137742019913004
52,2.7133159335045107
53,2.267451324724812
54,1.8397698383247416
55,1.4436228972558034
56,1.057886288331332
57,0.6486528694022695
58,0.24945096288178448
59,0.3511432796965632
60,0.5521974433688079
61,0.6385944263143521
62,1.3981325565900704
63,2.1039887819352394
64,2.6707717746284967
65,3.08580683004004
66,3.365803094079105
67,3.5367501248868187
68,3.6188747646516575
69,3.6203376859462786
70,3.5421364629361847
71,3.390367698173968
72,3.182392652213455
73,2.935358527400947
74,2.6454467221207665
75,2.2804411824166984
76,1.7962778030299802
77,1.1654146999662522
78,0.4020040083234093
79,0.35813720082137124
80,0.03279538069697807
81,0.8488277877134749
82,1.6597541835563305
83,2.360158588307005
84,2.940270573607794
85,3.4256972040776894
86,3.8531906464839984
87,4.243754738068805
88,4.591204919498267
89,4.8729968419837135
90,5.068047827167522
91,5.162292216383634
92,5.139664071996677
93,4.970507701607321
94,4.609161622828378
95,4.005035078422221
96,3.1686583309569833
97,2.0999838879811357
98,0.782832542819051
99,0.9986674259034913
