dim,tau,score
31,28,2.1602025439679204
31,29,2.662842958397114
31,30,2.857470572832005
31,31,2.8135946480430194
31,32,2.59023889017549
31,33,2.229369470466084
31,34,1.7918826723810186
31,35,1.359600455057909
31,36,0.9685894870121468
31,37,0.6358923285111535
31,38,0.2225324728771394
31,39,0.2941478412663141
32,1,31.782630047577445
32,2,29.427474134546184
32,3,25.95105304360868
32,4,21.881725610239283
32,5,17.597130493024775
32,6,13.32107351543981
32,7,9.275076959451965
32,8,5.7609494022389836
32,9,3.0446371667355923
32,10,1.2397686587949917
32,11,0.23662848898819
32,12,0.3388892641250951
32,13,1.1641554773192446
32,14,3.1748520450146946
32,15,4.482278332675394
32,16,5.0882300557994355
32,17,5.107766536700906
32,18,4.6607665573596435
32,19,3.875612633977118
32,20,2.9188537406589425
32,21,1.8683862621229874
32,22,1.0563676301171316
32,23,0.45816348871003676
32,24,0.01641396320329669
32,25,0.009043757542391617
32,26,1.223457757551249
32,27,2.1288057265616906
32,28,2.6994663111091732
32,29,2.9330390821322467
32,30,2.9040986772243285
32,31,2.6081335437700366
32,32,2.2343793791493427
32,33,1.7714702967158091
32,34,1.3116649075453548
32,35,0.8891763980664482
32,36,0.5241895472367961
32,37,0.08546760235448758
32,38,0.4216447303381399
32,39,1.1035523668181018
33,1,32.72011459272161
33,2,30.161469434394512
33,3,26.422053868593846
33,4,22.07740390259096
33,5,17.52284858227053
33,6,12.87161144270452
33,7,8.673843226786516
33,8,5.129030223000002
33,9,2.5056558322653792
33,10,0.8798369414670351
33,11,0.17175260572945028
33,12,0.3808773525907796
33,13,2.1209435898888946
33,14,3.961531664956376
33,15,5.017049890710941
33,16,5.286938584216964
33,17,5.042169827893979
33,18,4.359658740817596
33,19,3.4055022763366125
33,20,2.3768217818695874
33,21,1.353836335785223
33,22,0.6544426533250665
33,23,0.14850300945921546
33,24,0.22799903642611064
33,25,0.9996980385754561
33,26,2.0469572410855985
33,27,2.6929603012201424
33,28,2.9859080446341837
33,29,2.988135008601861
33,30,2.769789399168846
33,31,2.315133220225185
33,32,1.832317127553722
33,33,1.3519794974993182
33,34,0.9125643720495642
33,35,0.5389912464553515
33,36,0.17671417847097537
33,37,0.54179419718111
33,38,1.2515301784360737
33,39,1.7469190973570736
34,1,33.6525734316738
34,2,30.87944423975664
34,3,26.866093268013678
34,4,22.08184543952335
34,5,17.25922081006684
34,6,12.51630401709113
34,7,8.050332669978282
34,8,4.505385061540792
34,9,2.007322303930632
34,10,0.5769018578956988
34,11,0.2553350829873029
34,12,0.6116529984927066
34,13,3.0257006863940896
34,14,4.616238166450025
34,15,5.373907225595718
34,16,5.428936664806685
34,17,4.840063370862554
34,18,3.9476530773983356
34,19,2.874159952019138
34,20,1.8381363884388726
34,21,0.9005834512187452
34,22,0.3129783687537486
34,23,0.1348572076520238
34,24,0.6759381564249587
34,25,1.8900053292545902
34,26,2.677903765118222
34,27,3.006192793815047
34,28,3.0593768926114127
34,29,2.8678092682919756
34,30,2.4808818251562332
34,31,1.9095480910996194
34,32,1.4038277267274673
34,33,0.9419458048878866
34,34,0.4038213112452489
34,35,0.1824288709855164
34,36,0.6238710159864027
34,37,1.35568294291261
34,38,1.8334468526589642
34,39,2.0486817800105612
35,1,34.57987505415128
35,2,31.581139372646668
35,3,27.15390425982216
35,4,22.211372568206905
35,5,17.105635741072746
35,6,11.991893771153837
35,7,7.537193669999761
35,8,3.898025508101094
35,9,1.555833369588198
35,10,0.3307215143232387
35,11,0.3677886901206904
35,12,1.5818009129189168
35,13,3.8448900869887046
35,14,5.183005501114902
35,15,5.660934103970877
35,16,5.35754395477934
35,17,4.6080939523205275
35,18,3.450322048798051
35,19,2.316044809220033
35,20,1.3392590124679788
35,21,0.5126821897435221
35,22,0.01568401610815151
35,23,0.22010888057029554
35,24,1.6215148313203525
35,25,2.583038512365329
35,26,3.059695149882936
35,27,3.1948688231335076
35,28,2.9626506525588745
35,29,2.5952417139482726
35,30,2.0830866751369967
35,31,1.468401712795627
35,32,0.9786802100481662
35,33,0.413174627939803
35,34,0.18822514265146317
35,35,0.6633381890474581
35,36,1.4317661626029619
35,37,1.9248718373741323
35,38,2.0835670942361233
35,39,2.110375433781595
36,1,35.5018902293184
36,2,32.266309856090366
36,3,27.54963765450352
36,4,22.30558018953326
36,5,16.76014838537796
36,6,11.570011942000669
36,7,6.890350077555931
36,8,3.4352650287361506
36,9,1.155701782937122
36,10,0.1570022092669543
36,11,0.4131261241956956
36,12,2.5268280053313443
36,13,4.5808613801879545
36,14,5.635913071886935
36,15,5.7461143968725
36,16,5.249252074544439
36,17,4.184672955470224
36,18,2.9997087420966633
36,19,1.7667307639923813
36,20,0.9005828957672719
36,21,0.17141219730718227
36,22,0.24495655297296182
36,23,1.2141744940852774
36,24,2.387009448664788
36,25,3.0496973734143786
36,26,3.302077410501486
36,27,3.1333971121320605
36,28,2.7931808575328194
36,29,2.2034464946705317
36,30,1.644547458130507
36,31,1.023164261945226
36,32,0.5806486074443118
36,33,0.19421598611133817
36,34,0.6561303061822699
36,35,1.4695343512006573
36,36,1.991269261541067
36,37,2.160544771724375
36,38,2.1842446723844002
36,39,2.0469200570152193
37,1,36.418491752966396
37,2,32.873052317727364
37,3,27.918349323867766
37,4,22.197705433290018
37,5,16.530668341507827
37,6,10.984211030313578
37,7,6.239773806328358
37,8,2.8803537293623354
37,9,0.8100695949566585
37,10,0.15460067785685894
37,11,0.5793570070150178
37,12,3.413423769910356
37,13,5.21666450646774
37,14,5.902789398035775
37,15,5.791271307224414
37,16,4.935519700905764
37,17,3.678979031753167
37,18,2.4333766498505636
37,19,1.2569071601397095
37,20,0.5181868196493227
37,21,0.15144184766510094
37,22,0.6438820548575119
37,23,2.079358047297241
37,24,2.951347892316333
37,25,3.3637674593238636
37,26,3.2902901495168972
37,27,2.921808271940778
37,28,2.4224435300743767
37,29,1.7494287149607004
37,30,1.201311371864028
37,31,0.5908893782320703
37,32,0.19954359982744485
37,33,0.5994256905567177
37,34,1.4658151844496654
37,35,2.0317217731414132
37,36,2.222010172451137
37,37,2.1940608604203238
37,38,2.104125078327007
37,39,1.891258379733845
38,1,37.3295541909911
38,2,33.52993091775898
38,3,28.09991099757825
38,4,22.226473887586213
38,5,16.108811155259477
38,6,10.372228806865493
38,7,5.726769577643569
38,8,2.3611899757714614
38,9,0.5231631543901631
38,10,0.27478058082105683
38,11,1.5483719382097938
38,12,4.229551891080526
38,13,5.68962883698666
38,14,6.123069167697535
38,15,5.6246032310632
38,16,4.51780245575479
38,17,3.226904792416608
38,18,1.8735429516338815
38,19,0.8018775813164307
38,20,0.17222295506855723
38,21,0.09546935809519752
38,22,1.6055539601181632
38,23,2.7313121532122135
38,24,3.3554719491087805
38,25,3.416840910119566
38,26,3.1257499579482744
38,27,2.661262458029867
38,28,1.974660428736886
38,29,1.2752343808989348
38,30,0.7557988487862026
38,31,0.10317544644534493
38,32,0.49520283338708815
38,33,1.4142449707933462
38,34,2.042319807736206
38,35,2.265971387290774
38,36,2.2516324114371997
38,37,2.1642832761127853
38,38,1.9424236729223896
38,39,1.6583626997511125
39,1,38.23495361983152
39,2,34.169870782531646
39,3,28.420084510109756
39,4,22.0409844610776
39,5,15.808482879334214
39,6,9.880803348093753
39,7,5.089163001073867
39,8,1.883844211806398
39,9,0.31196168426500037
39,10,0.39645374233037245
39,11,2.5013359662571375
39,12,4.96056241084429
39,13,6.104125567206523
39,14,6.134338216933288
39,15,5.441784069150767
39,16,4.124206653658961
39,17,2.6473643727374103
39,18,1.3472244729006633
39,19,0.39769036860918305
39,20,0.155125924289937
39,21,0.9066183120345581
39,22,2.4050366697947005
39,23,3.243381327234477
39,24,3.489482014027322
39,25,3.4046410436516634
39,26,2.9138734903902836
39,27,2.2267891217820157
39,28,1.4938226339517957
39,29,0.7667129824571894
39,30,0.27672846007642704
39,31,0.37066449943270996
39,32,1.318374228289107
39,33,2.0157773125423866
39,34,2.2883732994921093
39,35,2.3635149850246187
39,36,2.226704588395693
39,37,2.0018175206331605
39,38,1.705750217014712
39,39,1.2377238532579842
40,1,39.13456736453934
40,2,34.79267840147955
40,3,28.713335611656063
40,4,22.004721363804286
40,5,15.316846446233772
40,6,9.231758983040942
40,7,4.466023160605275
40,8,1.4536152448289457
40,9,0.2391480728928883
40,10,0.18952263099527045
40,11,3.4102205410474333
40,12,5.597916243010523
40,13,6.4125313259711625
40,14,6.130077031901289
40,15,5.059622280861129
40,16,3.5699767654291126
40,17,2.0649692494891845
40,18,0.8693673563935729
40,19,0.0670578259715473
40,20,0.011289738106482261
40,21,1.8422143884398547
40,22,3.0414857034884815
40,23,3.5732831908940064
40,24,3.557195227332345
40,25,3.164429133378494
40,26,2.505018762353865
40,27,1.7385503287899464
40,28,0.9814404354869257
40,29,0.28198671226089544
40,30,0.3664477550392604
40,31,1.1506283177951975
40,32,1.9813443280969647
40,33,2.3546662256820117
40,34,2.401236613034781
40,35,2.288661904234397
40,36,2.0687218125173406
40,37,1.7590009971915865
40,38,1.2718231201925185
40,39,0.48310135201888116
41,1,40.028273735148744
41,2,35.39817318269503
41,3,28.97955637239099
41,4,21.934588769924478
41,5,14.952645869308256
41,6,8.71774369709209
41,7,4.001541433972555
41,8,1.174753751378228
41,9,0.17500597851242006
41,10,0.9241470080256331
41,11,4.258398368471102
41,12,6.136867747411051
41,13,6.615519571859659
41,14,6.017292790465071
41,15,4.696716976934692
41,16,3.0975510137599027
41,17,1.645440093533045
41,18,0.592216110777164
41,19,0.164522074165399
41,20,0.9977994622684232
41,21,2.6158912406268797
41,22,3.514274706832836
41,23,3.7398463413461425
41,24,3.484222479336907
41,25,2.8924728464739573
41,26,2.1265757506539664
41,27,1.3594760174924811
41,28,0.6496936904052877
41,29,0.2231948980554126
41,30,0.9055582327857632
41,31,1.8802726249888142
41,32,2.3837520278069313
41,33,2.493219058815594
41,34,2.3938296549078437
41,35,2.1721596650764887
41,36,1.8748980469595349
41,37,1.4389129196283577
41,38,0.7137063478332024
41,39,0.024553724406816357
42,1,40.94845257749525
42,2,35.88339790523547
42,3,29.03609925863305
42,4,21.6455174205723
42,5,14.399145790159931
42,6,8.049912311713607
42,7,3.4230384008628256
42,8,0.8325344280376115
42,9,0.3059260009487126
42,10,1.8936856210887214
42,11,5.006949036249335
42,12,6.501226570814614
42,13,6.610107159026036
42,14,5.6966770221718495
42,15,4.162752687656047
42,16,2.5013858891967775
42,17,1.13994060516527
42,18,0.20511811557874537
42,19,0.1044476484265946
42,20,1.9306755400728584
42,21,3.188298632933101
42,22,3.7154288037081056
42,23,3.6588521730532637
42,24,3.1900204595341144
42,25,2.4418696085538567
42,26,1.6213879130674975
42,27,0.8214533336474013
42,28,0.11177489006912644
42,29,0.5931747189841303
42,30,1.6980711280145382
42,31,2.3016409688700694
42,32,2.4868076326633233
42,33,2.4420942222407724
42,34,2.252699979209835
42,35,1.947724500738067
42,36,1.4892625711005003
42,37,0.7346188040584245
42,38,0.1000410706139494
42,39,0.9838000635494044
43,1,41.83400532543324
43,2,36.459522440852545
43,3,29.253957032344935
43,4,21.512238757942136
43,5,13.980089659831428
43,6,7.37792268419534
43,7,2.8756416567819496
43,8,0.544853972166452
43,9,0.4444205662994669
43,10,2.8418102301104042
43,11,5.687181324762278
43,12,6.829831304541365
43,13,6.602131813560726
43,14,5.39462056155403
43,15,3.6984201759858273
43,16,1.9110371219700681
43,17,0.6767203930293295
43,18,0.18216621937674837
43,19,0.8956446777550475
43,20,2.7086188386955143
43,21,3.6251482136357875
43,22,3.846880485732054
43,23,3.551023385286568
43,24,2.8827455757799036
43,25,2.04603431902272
43,26,1.068092547927467
43,27,0.300972583557904
43,28,0.3690057320437212
43,29,1.4177062409245664
43,30,2.27245486496164
43,31,2.52480025221001
43,32,2.5314953766883175
43,33,2.36840990281587
43,34,2.076825914404486
43,35,1.6571721282282912
43,36,0.7609052255564901
43,37,0.20402541909797733
43,38,0.9125116253868821
43,39,1.7621745755795466
44,1,42.71339104334054
44,2,37.0181198733841
44,3,29.44501375344568
44,4,21.154535669160147
44,5,13.374026732388982
44,6,6.863178807110126
44,7,2.3659330421782983
44,8,0.3333887728624916
44,9,0.4991980650245438
44,10,3.748285180541478
44,11,6.277082833093603
44,12,7.0602468297577
44,13,6.493305476591765
44,14,4.9006992176708515
44,15,3.090364292308811
44,16,1.503634260851424
44,17,0.2559793696737902
44,18,0.38767012038223925
44,19,1.8495233498982646
44,20,3.343384944354783
44,21,3.8958070312338755
44,22,3.8453863341871166
44,23,3.3214746561375215
44,24,2.393114343628902
44,25,1.509681870594413
44,26,0.6879541333239896
44,27,0.44275014430288095
44,28,1.025707909001797
44,29,2.092016691341472
44,30,2.5964573146524206
44,31,2.6022587228214356
44,32,2.483460810200828
44,33,2.2105231826429144
44,34,1.7223577271525023
44,35,1.0049716614736575
44,36,0.012624285556062986
44,37,0.7820697648157733
44,38,1.7318922142205615
44,39,2.2229265483630165
45,1,43.586495218297074
45,2,37.5590515767031
45,3,29.402144550089186
45,4,20.959690879752053
45,5,12.911035947517941
45,6,6.199044567535843
45,7,2.0192612284078084
45,8,0.26937924285597425
45,9,0.49881532287712993
45,10,4.59891164616039
45,11,6.773896211299681
45,12,7.193220249450405
45,13,6.171553197061275
45,14,4.468431987649511
45,15,2.6117438516684324
45,16,0.9908483300742397
45,17,0.050196678509115245
45,18,0.5601493710643606
45,19,2.6650281854462055
45,20,3.81428723742037
45,21,4.021186841054156
45,22,3.719594373870404
45,23,2.8881906591013227
45,24,1.979851784396546
45,25,1.0931474663172178
45,26,0.11909858254297134
45,27,0.553053167733891
45,28,1.793131295473211
45,29,2.5160031967926457
45,30,2.7263343643851456
45,31,2.587538011806979
45,32,2.349878884692993
45,33,1.8977812531506917
45,34,1.2423914874760271
45,35,0.27439186115160474
45,36,0.5752212069582132
45,37,1.6413397586204344
45,38,2.2376632033632795
45,39,2.535655761890691
46,1,44.453206396083814
46,2,38.08218997585909
46,3,29.54479200643252
46,4,20.734072116743995
46,5,12.263047073730664
46,6,5.7051891303761675
46,7,1.5837649970030103
46,8,0.20126074696984908
46,9,1.4575747480863015
46,10,5.38232891688231
46,11,7.177056667880381
46,12,7.2293153241142
46,13,5.883057129449934
46,14,3.9976688231155784
46,15,2.0111409154101842
46,16,0.6866674174794998
46,17,0.3663893943692855
46,18,1.535821471837128
46,19,3.303170291413677
46,20,4.117510346982307
46,21,4.018832957239958
46,22,3.479280067541538
46,23,2.492849309622134
46,24,1.5592429326807498
46,25,0.520859879092546
46,26,0.456731484453492
46,27,1.365986381772526
46,28,2.391915890060025
46,29,2.7193719908992815
46,30,2.735813268499747
46,31,2.4888936403614927
46,32,2.142472923773763
46,33,1.472572337851739
46,34,0.5447642714368062
46,35,0.2952349491510464
46,36,1.4914931069321078
46,37,2.210930287301194
46,38,2.5487306110351664
46,39,2.8199710323442826
47,1,45.313415923429126
47,2,38.440058989639695
47,3,29.660959617657973
47,4,20.283943661520777
47,5,11.76850091428972
47,6,5.065431836684844
47,7,1.1974741206504653
47,8,0.345434319993668
47,9,2.4221675178072015
47,10,6.089754088544009
47,11,7.487302086036975
47,12,7.047272416926271
47,13,5.52092685373359
47,14,3.371601597198744
47,15,1.5971189276743232
47,16,0.252167730725235
47,17,0.0764420864317934
47,18,2.4247643181015857
47,19,3.8071349445683715
47,20,4.2700659333245525
47,21,3.898278775033491
47,22,3.034192677864551
47,23,2.067594947075783
47,24,0.9434307471899039
47,25,0.12376491641641962
47,26,0.77965851792362
47,27,2.0655429430021943
47,28,2.722926776141211
47,29,2.7822616233169057
47,30,2.6634008034072743
47,31,2.3084250814586404
47,32,1.6937916964201136
47,33,0.8243665621051655
47,34,0.0602969610041324
47,35,1.2679664557067731
47,36,2.1452459196794518
47,37,2.569962764039481
47,38,2.8478955031193784
47,39,3.0261990343269485
48,1,46.16701768422371
48,2,38.93321385463413
48,3,29.523671969621173
48,4,20.001259762549708
48,5,11.090258932463756
48,6,4.4453868363988285
48,7,0.9575285626058605
48,8,0.5033968305883203
48,9,3.358376949363782
48,10,6.714960069864192
48,11,7.705806131774011
48,12,6.895732205069413
48,13,4.9669928129179794
48,14,2.8810980256170655
48,15,1.0635944692391899
48,16,0.22231881916014906
48,17,0.9397087129342321
48,18,3.1469595417909737
48,19,4.146099501534584
48,20,4.291112934951496
48,21,3.667431311623032
48,22,2.63021188834486
48,23,1.4589069036489075
48,24,0.5445622830342671
48,25,0.4419682236004281
48,26,1.5899261659736599
48,27,2.5956825708603137
48,28,2.859496362670102
48,29,2.763594111624222
48,30,2.520152340821367
48,31,2.0264746988419873
48,32,1.1035560827420987
48,33,0.277335242814825
48,34,0.9528690916865266
48,35,2.022225408255782
48,36,2.5525847187647006
48,37,2.856495972728995
48,38,3.081730562423557
48,39,3.018846816198838
49,1,47.0139078303726
49,2,39.4085244589849
49,3,29.59142102305129
49,4,19.49292898476373
49,5,10.577250340624687
49,6,4.006283574833541
49,7,0.6540382319758624
49,8,0.6405528771791769
49,9,4.250860646787173
49,10,7.254132458160617
49,11,7.833620745864861
49,12,6.658955327848226
49,13,4.502495164220013
49,14,2.247511739773808
49,15,0.7441229968520933
49,16,0.3812430875604491
49,17,1.9050714212508026
49,18,3.7201379322653096
49,19,4.335995525179085
49,20,4.194650301909112
49,21,3.341518003053128
49,22,2.1908248041810268
49,23,0.9896625478125163
49,24,0.26641472892161566
49,25,0.9069640152098035
49,26,2.277593091255328
49,27,2.8550148104520208
49,28,2.8832884752947976
49,29,2.6716758272539867
49,30,2.3032049519757383
49,31,1.5690124203566658
49,32,0.2971879366323993
49,33,0.5311333545407031
49,34,1.814450138144668
49,35,2.486150585604536
49,36,2.8490082200690274
49,37,3.1078047275596585
49,38,3.1343379238977516
49,39,2.545132161722666
50,1,47.85398450794515
50,2,39.86589370318066
50,3,29.63312125663363
50,4,19.15690487790696
50,5,9.881068710630045
50,6,3.4336083166235962
50,7,0.4301880034633285
50,8,0.24312391576270365
50,9,5.087621450030511
50,10,7.705538681318741
50,11,7.871708984810505
50,12,6.345464069302354
50,13,4.010880447374797
50,14,1.806119527947141
50,15,0.28310248397209214
50,16,0.03295810765800944
50,17,2.755392514272497
50,18,4.144433944226591
50,19,4.398375411692152
50,20,3.9905872788247603
50,21,2.9451799638776013
50,22,1.7351019564874264
50,23,0.5628847147329221
50,24,0.46037784681686844
50,25,1.7156976843687133
50,26,2.707882251883115
50,27,2.9481733385404443
50,28,2.839381456828251
50,29,2.4900130582763698
50,30,1.961307347417847
50,31,0.8776288322584129
50,32,0.006368057748757039
50,33,1.48013987059573
50,34,2.3917312166163835
50,35,2.8266871520641406
50,36,3.108568570037093
50,37,3.206918994513458
50,38,2.7834133432987667
50,39,1.402892804582109
51,1,48.687147579281856
51,2,40.30523328632525
51,3,29.648742960399336
51,4,18.795972038031774
51,5,9.362505283584145
51,6,3.047319079546961
51,7,0.2823557084510675
51,8,0.9119538303908286
51,9,5.8923418922610615
51,10,8.069028895349955
51,11,7.821541812247508
51,12,5.966222441833539
51,13,3.50834978310192
51,14,1.4081271150845467
51,15,0.06045051680890445
51,16,0.9964388631333794
51,17,3.451238383244757
51,18,4.534470600839432
51,19,4.480598572357545
51,20,3.6908906935805934
51,21,2.506567861106296
51,22,1.2628558481951178
51,23,0.13656844904848953
51,24,0.9083805454188898
51,25,2.394575875007236
51,26,3.0205901855058137
51,27,3.0386256771650206
51,28,2.776257624310487
51,29,2.292059572819941
51,30,1.4095132109092656
51,31,0.009470711228670936
51,32,1.0059412176635973
51,33,2.1910745121866437
51,34,2.7638448251445986
51,35,3.113292587753831
51,36,3.338307445518767
51,37,3.167216634597972
51,38,2.119595173904811
51,39,0.10774110937131098
52,1,49.50987092585098
52,2,40.5336737670643
52,3,29.400227423236576
52,4,18.21109022152713
52,5,8.660861049809077
52,6,2.5335536722104326
52,7,0.2605293810023728
52,8,1.8803738216983064
52,9,6.6076692478642105
52,10,8.34542658635022
52,11,7.546693889984308
52,12,5.390996945948489
52,13,2.8462461937893444
52,14,0.8677665144770117
52,15,0.4194535948623983
52,16,1.9652508093934884
52,17,4.016985401305284
52,18,4.683428778297179
52,19,4.326202687599746
52,20,3.3134479914169983
52,21,1.8666798064016366
52,22,0.571472360278511
52,23,0.5907972529061212
52,24,1.7175974263444242
52,25,2.81859969437523
52,26,3.0936728032900795
52,27,2.9665720490859613
52,28,2.580503040236877
52,29,1.873509458826998
52,30,0.6189663224469868
52,31,0.40035891225976883
52,32,1.8821141090536653
52,33,2.6784507104732693
52,34,3.070661455277028
52,35,3.3196118854418586
52,36,3.279056622295931
52,37,2.4555768765722767
52,38,0.576710691236336
52,39,1.3002330157268513
53,1,50.33332157966104
53,2,40.94272491033416
53,3,29.368159788767265
53,4,17.805084546349246
53,5,8.148730838791135
53,6,2.0613339796336376
53,7,0.40492622205777273
53,8,2.8416519435414873
53,9,7.24673453971312
53,10,8.53597338652719
53,11,7.329086809284567
53,12,4.916683081059048
53,13,2.365782998315563
53,14,0.5520606508837744
53,15,0.3054917877537271
53,16,2.8278215650001783
53,17,4.423896980407422
53,18,4.708517929465552
53,19,4.0737390185504
53,20,2.880823689497488
53,21,1.3624540748605085
53,22,0.14392404660956082
53,23,0.772227396369292
53,24,2.408344958315382
53,25,3.1292811785037795
53,26,3.0829110877635006
53,27,2.8322470826381743
53,28,2.2672928023344596
53,29,1.2166391263638925
53,30,0.2521393771649123
53,31,1.3828532143146823
53,32,2.4946252181857265
53,33,3.0093800073036245
53,34,3.3335802149172693
53,35,3.4674425892269127
53,36,2.7328123226292256
53,37,1.0594243090832176
53,38,1.2903745455091506
53,39,1.6287093861721065
54,1,51.149676977811716
54,2,41.333815552239756
54,3,29.310646220650604
54,4,17.175235613798307
54,5,7.453969130853817
54,6,1.7612391782853702
54,7,0.5847961301605995
54,8,3.775455984256091
54,9,7.805571164565691
54,10,8.64197556284246
54,11,7.037552776968139
54,12,4.415605232163099
54,13,1.9176856395552448
54,14,0.137244959252234
54,15,0.6689655501671794
54,16,3.5375548921905793
54,17,4.676945465168114
54,18,4.626172678613585
54,19,3.7335800070536713
54,20,2.413747560054963
54,21,0.8332552224609593
54,22,0.542460693195908
54,23,1.592006708795136
54,24,2.8419453934291656
54,25,3.1969708783097825
54,26,3.088528340567276
54,27,2.599779538435671
54,28,1.7536445160074141
54,29,0.32775600720015596
54,30,0.675649180304033
54,31,2.1695779844994956
54,32,2.903543795547918
54,33,3.2937799897544213
54,34,3.4409014274707914
54,35,3.171539893797501
54,36,1.8865834670103023
54,37,0.9154986544803254
54,38,1.5237638004843426
54,39,2.005564640244053
55,1,51.9588445044333
55,2,41.70687643949326
55,3,28.978342693396602
55,4,16.730391546801506
55,5,6.95907353507339
55,6,1.3607228808644187
55,7,0.5720288711121633
55,8,4.668854356495661
55,9,8.282175337627335
55,10,8.664832501105355
55,11,6.680259805779006
55,12,3.9012891541075483
55,13,1.3134567413056875
55,14,0.24637759275100457
55,15,1.6488108599791254
55,16,4.102816907926005
55,17,4.944849485480557
55,18,4.444447932458955
55,19,3.32046533128495
55,20,1.9226384242727708
55,21,0.37013388959308813
55,22,0.538189459181531
55,23,2.2925034390779455
55,24,3.168973033539489
55,25,3.2802472357602444
55,26,2.9491795479592184
55,27,2.3559137976248685
55,28,0.9836446824884995
55,29,0.16812460499513193
55,30,1.618653711875293
55,31,2.717966617312028
55,32,3.2147351153661514
55,33,3.4704758747050093
55,34,3.4541878126040118
55,35,2.591775878200508
55,36,0.17521846718990908
55,37,1.4182970796563108
55,38,1.8486899153649503
55,39,2.7863097687561673
56,1,52.76073444183233
56,2,42.06184516431694
56,3,28.873691911869734
56,4,16.269687456418215
56,5,6.2832803056821
56,6,1.1238368169473087
56,7,0.7292156901670417
56,8,5.533864412012704
56,9,8.676226921100948
56,10,8.606371210907588
56,11,6.266914224322733
56,12,3.3873193332034788
56,13,0.9406891829685957
56,14,0.4323835046919129
56,15,2.5725746610105737
56,16,4.635901967892149
56,17,4.9633292288251365
56,18,4.30623676925673
56,19,2.852357039128769
56,20,1.4057034416689547
56,21,0.3067786368033545
56,22,1.2887598694637337
56,23,2.846474977562142
56,24,3.36423171191551
56,25,3.202817564103423
56,26,2.796189539087786
56,27,1.821640002054993
56,28,0.3372407495265737
56,29,0.8442929453130645
56,30,2.3588039820083377
56,31,3.096274807561972
56,32,3.489565766508676
56,33,3.591722358482576
56,34,3.1361705285427757
56,35,1.115962132096433
56,36,1.3546651395553813
56,37,1.7477067487750322
56,38,2.4658309003390873
56,39,3.5826299097372587
57,1,53.55525972375638
57,2,42.162263523509424
57,3,28.744479061283364
57,4,15.585563198971288
57,5,5.8153438199516465
57,6,0.8005027143124757
57,7,0.3655730542972968
57,8,6.332791799095762
57,9,8.988643843191978
57,10,8.469321662080672
57,11,5.808178271650764
57,12,2.697485939532916
57,13,0.6064999396897779
57,14,0.15828000352023253
57,15,3.3630096157181857
57,16,4.936524553823187
57,17,4.87835718724839
57,18,3.951785956565658
57,19,2.344923752376072
57,20,0.8723588270556508
57,21,0.6124608738702637
57,22,2.057130529084036
57,23,3.229494148578075
57,24,3.350454173059937
57,25,3.136667276727602
57,26,2.4579940273508107
57,27,1.021298347227395
57,28,0.1392295049361678
57,29,1.7751367431354552
57,30,2.876669669172106
57,31,3.3912905141998397
57,32,3.614138397442648
57,33,3.4951521824792326
57,34,1.9887909767058218
57,35,0.4947525333150491
57,36,1.606696285175035
57,37,2.225407832428111
57,38,3.304353523514431
57,39,4.209704653974933
58,1,54.34233568193901
58,2,42.486792960182946
58,3,28.333958621820393
58,4,15.097748378172575
58,5,5.170224262366592
58,6,0.5631880370588398
58,7,0.7709978879411779
58,8,7.0673654549301475
58,9,9.221086537202378
58,10,8.257643707842414
58,11,5.315075253792024
58,12,2.215703400253
58,13,0.1716025863709323
58,14,0.8562730936119536
58,15,4.0023897978785445
58,16,5.094660523261263
58,17,4.8477968166202885
58,18,3.5251737010350244
58,19,1.805587387369874
58,20,0.39505890753997974
58,21,0.8062459729760096
58,22,2.6949248219476605
58,23,3.342897175354384
58,24,3.3789604227875785
58,25,2.925549809657687
58,26,1.897963566893706
58,27,0.3510586030408813
58,28,0.872329100247244
58,29,2.5006412255367962
58,30,3.2473634869085473
58,31,3.6378925880334876
58,32,3.666728518204147
58,33,2.6956320593664564
58,34,0.6554269527997789
58,35,1.4650579230486027
58,36,1.9351222757199071
58,37,2.9650491799724303
58,38,4.039690549402307
58,39,4.507037486676278
59,1,55.121879786551894
59,2,42.793382712936896
59,3,28.158647513784487
59,4,14.385478295308454
59,5,4.737944597333769
59,6,0.3997097132162821
59,7,1.73117702698368
59,8,7.731349554602101
59,9,9.375452188793151
59,10,7.9766505399253305
59,11,4.798653419044269
59,12,1.7664581756916906
59,13,0.2782506657193551
59,14,1.8449894418119719
59,15,4.597654778046191
59,16,5.295843335057707
59,17,4.581859219857998
59,18,3.0392818503824532
59,19,1.2341355003003294
59,20,0.32615441029515857
59,21,1.6201599891006229
59,22,3.161791820652784
59,23,3.4740449793914223
59,24,3.2596509998879934
59,25,2.699140857241302
59,26,1.363526933780527
59,27,0.2483142151307387
59,28,1.8087783256607075
59,29,3.0134929099808314
59,30,3.548342577208249
59,31,3.817590375439517
59,32,3.450698984897034
59,33,1.636515842662087
59,34,1.477667710510989
59,35,1.789316098919361
59,36,2.583164004439217
59,37,3.7834672588693135
59,38,4.533706853264796
59,39,4.115278756184537
60,1,55.8938113811817
60,2,43.08198067644979
60,3,27.959996916172763
60,4,13.878388322507373
60,5,4.134453680783686
60,6,0.3594217364269099
60,7,2.6975902344812734
60,8,8.320414865960545
60,9,9.45356167056995
60,10,7.632920483113086
60,11,4.2699808805869495
60,12,1.3538841776923611
60,13,0.4810395809841488
60,14,2.7537918812375395
